Domain name,name,title,description,robots,viewport,canonical,ogLocale,ogSiteName,ogType,ogTitle,ogDescription,ogUrl,ogImage,ogImageAlt,Domain type,Agency,Organization name,City,State,score,count
vaoig.gov,Department Of Veterans Affairs,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of Veterans Affairs,VA Office of Inspector General,Washington DC,DC,23.0,3
vets.gov,Department Of Veterans Affairs,1,0,0,1,1,0,1,1,1,0,1,1,0,Federal - Executive,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Washington,DC,62.0,8
boem.gov,Department Of The Interior,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,Minerals Management Service,Herndon,VA,23.0,3
bsee.gov,Department Of The Interior,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,Minerals Management Service,Herndon,VA,23.0,3
conservation.gov,Department Of The Interior,1,1,0,1,0,0,0,1,1,1,1,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,54.0,7
coralreef.gov,Department Of The Interior,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Denver,CO,8.0,1
criticalminerals.gov,Department Of The Interior,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,US Geological Survey,Reston,VA,15.0,2
btfa.gov,Department Of The Interior,1,1,1,1,1,0,0,0,1,0,0,0,0,Federal - Executive,Department of the Interior,DOI - Bureau of Trust Funds Administration,Washington,DC,46.0,6
evergladesrestoration.gov,Department Of The Interior,1,0,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Department of the Interior,Department of the Interior,Davie,FL,69.0,9
doi.gov,Department Of The Interior,1,1,1,1,1,1,0,0,1,1,1,1,0,Federal - Executive,Department of the Interior,Office of the Chief Information Officer,Washington,DC,77.0,10
doioig.gov,Department Of The Interior,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. DEPARTMENT OF INTERIOR / OIG,Herndon,VA,23.0,3
earthquake.gov,Department Of The Interior,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Menlo Park,CA,23.0,3
everykidoutdoors.gov,Department Of The Interior,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,National Park Service,Washington,DC,15.0,2
fgdc.gov,Department Of The Interior,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,15.0,2
geoplatform.gov,Department Of The Interior,1,1,0,1,0,0,0,1,1,1,1,1,0,Federal - Executive,Department of the Interior,Department of the Interior,Washington,DC,62.0,8
indianaffairs.gov,Department Of The Interior,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,Bureau of Indian Affairs,Reston,VA,15.0,2
interior.gov,Department Of The Interior,1,1,1,1,1,1,0,0,1,1,1,1,0,Federal - Executive,Department of the Interior,National Business Center,Washington,DC,77.0,10
invasivespecies.gov,Department Of The Interior,1,1,1,1,1,0,0,0,1,0,0,0,0,Federal - Executive,Department of the Interior,Department of the Interior,Washington,DC,46.0,6
landfire.gov,Department Of The Interior,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Sioux Falls,SD,23.0,3
lacoast.gov,Department Of The Interior,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Lafayette,LA,15.0,2
mtbs.gov,Department Of The Interior,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,23.0,3
mrlc.gov,Department Of The Interior,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Sioux Falls,SD,23.0,3
gcmrc.gov,Department Of The Interior,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Flagstaff,AZ,31.0,4
nfpors.gov,Department Of The Interior,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,National Fire Plan Operations & Reporting System,Washington,DC,8.0,1
onrr.gov,Department Of The Interior,0,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,Minerals Management Service,Herndon,VA,0.0,0
nps.gov,Department Of The Interior,1,1,0,1,0,0,0,1,1,1,1,1,1,Federal - Executive,Department of the Interior,National Park Service,Washington,DC,69.0,9
osmre.gov,Department Of The Interior,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,Office of Surface Mining,Washington,DC,15.0,2
safecom.gov,Department Of The Interior,0,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,Aviation Management Directorate,Boise,ID,8.0,1
salmonrecovery.gov,Department Of The Interior,1,0,0,0,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,Bureau of Reclamation,Denver,CO,15.0,2
sierrawild.gov,Department Of The Interior,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,Yosemite National Park,Yosemite,CA,15.0,2
usgs.gov,Department Of The Interior,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,31.0,4
utahfireinfo.gov,Department Of The Interior,1,1,0,1,0,0,0,1,1,1,1,1,0,Federal - Executive,Department of the Interior,Bureau of Land Management - Utah Fire Info Domain,Denver,CO,62.0,8
nemi.gov,Department Of The Interior,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Middleton,WI,15.0,2
sciencebase.gov,Department Of The Interior,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,USGS/Denver Federal Center,Denver,CO,15.0,2
watermonitor.gov,Department Of The Interior,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,15.0,2
wlci.gov,Department Of The Interior,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Interior,U.S. Geological Survey,Denver,CO,15.0,2
bankanswers.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
ayudaconmibanco.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
bankcustomer.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
americathebeautifulquarters.gov,Department Of The Treasury,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Department of the Treasury,Department of the Treasury - U.S. Mint,Washington,DC,92.0,12
asap.gov,Department Of The Treasury,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,Washington,DC,8.0,1
bankcustomerassistance.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
bankhelp.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
ccac.gov,Department Of The Treasury,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Citizens Coinage Advisory Committee (Mint),Washington,DC,8.0,1
comptrollerofthecurrency.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
cdfifund.gov,Department Of The Treasury,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,CDFI,Washington,DC,23.0,3
directoasucuenta.gov,Department Of The Treasury,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,Washington,DC,23.0,3
bondpro.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Washington,DC,15.0,2
eftps.gov,Department Of The Treasury,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - IRS,Washington,DC,8.0,1
eaglecash.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,15.0,2
ffb.gov,Department Of The Treasury,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,Department of the Treasury,Departmental Offices ,Washington,DC,69.0,9
godirect.gov,Department Of The Treasury,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,Washington,DC,23.0,3
financialresearch.gov,Department Of The Treasury,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Office of Financial Research (OFR),Washington,DC,31.0,4
federalinvestments.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Pakersburg,WV,15.0,2
fsoc.gov,Department Of The Treasury,1,0,0,1,1,0,1,1,1,1,1,1,1,Federal - Executive,Department of the Treasury,Department of the Treasury / FSOC,Washington,DC,77.0,10
fedinvest.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Parkersburg,WV,15.0,2
financialstability.gov,Department Of The Treasury,1,0,0,1,1,0,1,1,1,1,1,1,1,Federal - Executive,Department of the Treasury,Department of the Treasury - DO,Washington,DC,77.0,10
helpwithmycheckingaccount.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
helpwithmycreditcard.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
helpwithmycreditcardbank.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
helpwithmymortgage.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
helpwithmybank.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
helpwithmymortgagebank.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
ipp.gov,Department Of The Treasury,0,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,McLean,VA,8.0,1
irs.gov,Department Of The Treasury,1,1,1,1,1,0,0,0,0,0,0,1,1,Federal - Executive,Department of the Treasury,Department of the Treasury - IRS,McLean,VA,54.0,7
irsauctions.gov,Department Of The Treasury,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,TCS (IRS),McLean,VA,23.0,3
its.gov,Department Of The Treasury,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,McLean,VA,8.0,1
irssales.gov,Department Of The Treasury,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,TCS (IRS),McLean,VA,23.0,3
makinghomeaffordable.gov,Department Of The Treasury,1,0,0,1,1,0,1,1,1,1,1,1,1,Federal - Executive,Department of the Treasury,OCIO,Washington,DC,77.0,10
mha.gov,Department Of The Treasury,1,0,0,1,1,0,1,1,1,1,1,1,1,Federal - Executive,Department of the Treasury,Department of the Treasury - OCIO,Washington,DC,77.0,10
nationalbankhelp.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
mymoney.gov,Department Of The Treasury,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - OCIO,Washington,DC,23.0,3
occhelps.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
occ.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,Washington,DC,69.0,9
navycash.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,McLean,VA,15.0,2
pay.gov,Department Of The Treasury,0,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,Washington,DC,0.0,0
ots.gov,Department Of The Treasury,1,1,0,1,0,1,1,1,0,0,1,1,1,Federal - Executive,Department of the Treasury,Comptroller of the Currency,McLean,VA,69.0,9
savingsbond.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Mclean,VA,15.0,2
sigpr.gov,Department Of The Treasury,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Special IG for Pandemic Recovery,Washington,DC,23.0,3
sigtarp.gov,Department Of The Treasury,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Special Inspector General for the Troubled Asset Relief Program,Washington,DC,23.0,3
savingsbonds.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,McLean,VA,15.0,2
savingsbondwizard.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Mclean,VA,15.0,2
taaps.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Mclean,VA,15.0,2
slgs.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Mclean,VA,15.0,2
tigta.gov,Department Of The Treasury,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Treasury Inspector General for Tax Administration,Washington,DC,23.0,3
treaslockbox.gov,Department Of The Treasury,0,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,Washington,DC,0.0,0
tax.gov,Department Of The Treasury,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - IRS,McLean,VA,8.0,1
treas.gov,Department Of The Treasury,1,0,0,1,1,0,1,1,0,1,1,1,1,Federal - Executive,Department of the Treasury,Department of the Treasury - DO,Washington,DC,69.0,9
treasury.gov,Department Of The Treasury,1,0,0,1,1,0,1,1,0,1,1,1,1,Federal - Executive,Department of the Treasury,Department of the Treasury - OCIO,Washington,DC,69.0,9
treasurydirect.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,McLean,VA,15.0,2
treasuryauctions.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Mclean,VA,15.0,2
treasuryhunt.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Parkersburg,WV,15.0,2
treasuryscams.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Mclean,VA,15.0,2
usaspending.gov,Department Of The Treasury,1,0,0,1,0,0,0,1,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury,Washington,DC,23.0,3
usmint.gov,Department Of The Treasury,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Department of the Treasury,Department of the Treasury - U.S. Mint,Washington,DC,92.0,12
usdebitcard.gov,Department Of The Treasury,1,0,1,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Department of the Treasury - FMS,Mclean,VA,23.0,3
ustreas.gov,Department Of The Treasury,1,0,0,1,1,0,1,1,0,1,1,1,1,Federal - Executive,Department of the Treasury,TCS,McLean,VA,69.0,9
iarpa.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,ODNI - IARPA,College Park,MD,23.0,3
wizard.gov,Department Of The Treasury,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Department of the Treasury,Bureau of the Public Debt,Mclean,VA,15.0,2
dni.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,Office of Directorate of National Intelligence,McLean,VA,23.0,3
iarpa-ideas.gov,Director Of National Intelligence,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,Office of the Director of National Intelligence,Washington,DC,8.0,1
icjointduty.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,Office of the Director of National Intelligence,Washington,DC,23.0,3
intel.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,Office of the Director of National Intelligence,McLean,VA,23.0,3
ise.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,"Office of the Program Manager, Information Sharing Environment, Office of the DNI",Washington ,DC,23.0,3
intelligence.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,Office of Director of National Intelligence - Public Affairs Office,Washington,DC,23.0,3
odni.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,Office of Director of National Intelligence - Public Affairs Office,Washington,DC,23.0,3
ncsc.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,National Counterintelligence and Security Center,Bethesda,MD,23.0,3
nctc.gov,Director Of National Intelligence,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Director of National Intelligence,National Counterterrorism Center,Washington,DC,23.0,3
eac.gov,Election Assistance Commission,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Election Assistance Commission,Election Assistance Commission,Silver Spring,MD,23.0,3
airnow.gov,Environmental Protection Agency,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Environmental Protection Agency,Environmental Protection Agency,Durham,NC,31.0,4
helpamericavote.gov,Election Assistance Commission,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Election Assistance Commission,Election Assistance Commission,Silver Spring,MD,31.0,4
energystar.gov,Environmental Protection Agency,1,1,0,1,1,0,0,0,1,1,0,1,0,Federal - Executive,Environmental Protection Agency,Environmental Protection Agency,Washington,DC,54.0,7
votebymail.gov,Election Assistance Commission,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Election Assistance Commission,Election Assistance Commission,Washington DC,DC,31.0,4
epa.gov,Environmental Protection Agency,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,Environmental Protection Agency,Environmental Protection Agency,Research Triangle Park,NC,100.0,13
greengov.gov,Environmental Protection Agency,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Environmental Protection Agency,Office of Federal Sustainability,Washington,DC,23.0,3
epaoig.gov,Environmental Protection Agency,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Environmental Protection Agency,EPA OIG,Washington,DC,23.0,3
frtr.gov,Environmental Protection Agency,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Environmental Protection Agency,Federal Remediation Roundtable,Omaha,NE,15.0,2
fedcenter.gov,Environmental Protection Agency,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Environmental Protection Agency,Environmental Protection Agency,Washington,DC,15.0,2
ai.gov,Executive Office Of The President,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,85.0,11
relocatefeds.gov,Environmental Protection Agency,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,Environmental Protection Agency,Environmental Protection Agency,Cincinnati,OH,100.0,13
eeoc.gov,Equal Employment Opportunity Commission,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Equal Employment Opportunity Commission,Equal Employment Opportunity Commission,Washington,DC,23.0,3
urbanwaters.gov,Environmental Protection Agency,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,Environmental Protection Agency,Environmental Protection Agency,Washington,DC,100.0,13
sustainability.gov,Environmental Protection Agency,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Environmental Protection Agency,Office of Federal Sustainability,Washington,DC,23.0,3
buildbackbetter.gov,Executive Office Of The President,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,"Washington,",DC,92.0,12
cleanenergy.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,85.0,11
budget.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,85.0,11
build.gov,Executive Office Of The President,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,92.0,12
earmarks.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,85.0,11
eop.gov,Executive Office Of The President,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,92.0,12
crisisnextdoor.gov,Executive Office Of The President,1,1,1,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,38.0,5
invest.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,85.0,11
investinamerica.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,85.0,11
investinginamerica.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,85.0,11
invertir.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,85.0,11
max.gov,Executive Office Of The President,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,15.0,2
omb.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,85.0,11
ostp.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Office of Science and Technology Policy - White House,Washington,DC,85.0,11
ondcp.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Office of National Drug Control Policy,Washington,DC,85.0,11
nano.gov,Executive Office Of The President,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Executive Office of the President,National Nanotechnology Coordination Office,Arlington,VA,15.0,2
nepa.gov,Executive Office Of The President,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Executive Office of the President,Council on Environmental Quality,Washington,DC,15.0,2
publicserviceloanforgiveness.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,85.0,11
pslf.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,85.0,11
reproaccess.gov,Executive Office Of The President,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DE,85.0,11
reprorights.gov,Executive Office Of The President,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,85.0,11
quantum.gov,Executive Office Of The President,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,National Quantum Coordination Office (NQCO),Washington,DC,92.0,12
reproductiverights.gov,Executive Office Of The President,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,85.0,11
reproductiveaccess.gov,Executive Office Of The President,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,85.0,11
unitedwestand.gov,Executive Office Of The President,1,0,1,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Executive Office of the President,Domestic Policy Council,Washington,DC,31.0,4
wh.gov,Executive Office Of The President,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,92.0,12
ustr.gov,Executive Office Of The President,1,0,0,1,1,0,1,0,1,0,1,0,0,Federal - Executive,Executive Office of the President,United States Trade Representative,Washington,DC,46.0,6
usds.gov,Executive Office Of The President,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,United States Digital Service,Washington,DC,85.0,11
usdigitalservice.gov,Executive Office Of The President,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,United States Digital Service,Washington,DC,85.0,11
whitehouse.gov,Executive Office Of The President,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,White House,Washington,DC,92.0,12
whitehousedrugpolicy.gov,Executive Office Of The President,1,0,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,85.0,11
exim.gov,Export/import Bank Of The U.S.,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Export/Import Bank of the U.S.,Export-Import Bank of the United States,Washington,DC,23.0,3
affordableconnectivity.gov,Federal Communications Commission,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Federal Communications Commission,Office of the Managing Director,Washington,DC,92.0,12
fca.gov,Farm Credit Administration,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Farm Credit Administration,Office of Information Technology,McLean,VA,31.0,4
acpbenefit.gov,Federal Communications Commission,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Federal Communications Commission,Office of the Managing Director,Washington,DC,92.0,12
fcsic.gov,Farm Credit Administration,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Farm Credit Administration,Farm Credit System Insurance Corporation,McLean,VA,31.0,4
broadbandmap.gov,Federal Communications Commission,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Federal Communications Commission,Federal Communications Commission,Washington,DC,77.0,10
