Domain name,name,title,description,robots,viewport,canonical,ogLocale,ogSiteName,ogType,ogTitle,ogDescription,ogUrl,ogImage,ogImageAlt,Domain type,Agency,Organization name,City,State,score,count
fec.gov,Federal Election Commission,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Federal Election Commission,Federal Election Commission,Washington,DC,77.0,10
fhfa.gov,Federal Housing Finance Agency,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Federal Housing Finance Agency,Federal Housing Finance Agency,Washington,DC,23.0,3
fdicoig.gov,Federal Deposit Insurance Corporation,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Washington,DC,23.0,3
ferc.gov,Federal Energy Regulatory Commission,1,0,0,1,1,0,1,0,1,0,1,1,1,Federal - Executive,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,Washington,DC,62.0,8
flra.gov,Federal Labor Relations Authority,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Federal Labor Relations Authority,Federal Labor Relations Authority,Washington,DC,15.0,2
fmcs.gov,Federal Mediation And Conciliation Service,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,Washington,DC,92.0,12
fpisc.gov,Federal Permitting Improvement Steering Council,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Federal Permitting Improvement Steering Council,Federal Permitting Improvement Steering Council,,,23.0,3
permitting.gov,Federal Permitting Improvement Steering Council,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Federal Permitting Improvement Steering Council,Federal Permitting Improvement Steering Council,Washington,DC,23.0,3
federalreserve.gov,Federal Reserve Board Of Governors,1,1,0,1,0,0,0,1,1,1,1,1,1,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Bank,Washington,DC,69.0,9
billetes.gov,Federal Reserve Board Of Governors,1,1,0,1,1,0,1,0,1,0,1,1,1,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Board of Governors,Washington,DC,69.0,9
adr.gov,Federal Mediation And Conciliation Service,1,0,1,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Federal Mediation and Conciliation Service,Office of Conflict Management and Prevention,Washington,DC,77.0,10
federalreserveconsumerhelp.gov,Federal Reserve Board Of Governors,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Federal Reserve Board of Governors,Board of Governors of the Federal Reserve,Washington,DC,23.0,3
fedpartnership.gov,Federal Reserve Board Of Governors,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Board of Governors,Washington,DC,8.0,1
uscurrency.gov,Federal Reserve Board Of Governors,1,1,0,1,1,0,1,0,1,0,1,1,1,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Board of Governors,Washington,DC,69.0,9
frtib.gov,Federal Retirement Thrift Investment Board,1,0,0,1,1,0,0,1,1,0,1,0,0,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,46.0,6
consumersentinel.gov,Federal Trade Commission,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,8.0,1
consumer.gov,Federal Trade Commission,1,1,0,1,1,0,1,0,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,69.0,9
consumidor.gov,Federal Trade Commission,1,1,0,1,1,0,1,0,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,69.0,9
alertaenlinea.gov,Federal Trade Commission,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,77.0,10
econsumer.gov,Federal Trade Commission,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Federal Trade Commission,Office of Internal Affairs (OIA),Washington,DC,23.0,3
ftc.gov,Federal Trade Commission,1,1,0,1,1,0,1,0,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Office of Public Affairs (OPA),Washington,DC,69.0,9
donotcall.gov,Federal Trade Commission,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,23.0,3
militaryconsumer.gov,Federal Trade Commission,1,1,0,1,1,0,1,0,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,69.0,9
identitytheft.gov,Federal Trade Commission,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,69.0,9
idtheft.gov,Federal Trade Commission,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,69.0,9
onguardonline.gov,Federal Trade Commission,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,77.0,10
18f.gov,General Services Administration,1,1,0,1,1,0,0,0,1,1,0,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,54.0,7
robodeidentidad.gov,Federal Trade Commission,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,69.0,9
businessusa.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
hsr.gov,Federal Trade Commission,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Premerger Notification Office (PNO),Washington,DC,77.0,10
sentinel.gov,Federal Trade Commission,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,77.0,10
400yaahc.gov,General Services Administration,1,0,1,1,1,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,400 Years of African American History Commission,Washington,DC,31.0,4
acquisition.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Arlington,VA,15.0,2
accessibility.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,0,0,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,69.0,9
cao.gov,General Services Administration,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Washington,DC,23.0,3
buyamerican.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA, FAS, Acquisition",Washington,DC,69.0,9
cloud.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,0,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
cio.gov,General Services Administration,1,0,1,1,1,0,0,1,1,0,1,1,0,Federal - Executive,General Services Administration,"GSA, CIO.GOV",Washington,DC,62.0,8
cdo.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,0,0,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,69.0,9
cbca.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,Civilian Board of Contract Appeals,Washington,DC,15.0,2
buyaccessible.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portolio",Washington,DC,15.0,2
cfo.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,77.0,10
code.gov,General Services Administration,1,1,0,1,0,0,1,0,1,0,0,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,46.0,6
computersforlearning.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, FAS, ClearPath",Arlington,VA,15.0,2
challenge.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
citizenscience.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
consumeraction.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
cpars.gov,General Services Administration,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, FAS, System for Award Management",Washington,DC,23.0,3
data.gov,General Services Administration,1,0,1,1,0,1,1,1,1,0,0,0,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,54.0,7
digital.gov,General Services Administration,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
digitalgov.gov,General Services Administration,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
contractdirectory.gov,General Services Administration,1,1,1,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, FAS, FPDS",Arlington,VA,23.0,3
fac.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,15.0,2
esrs.gov,General Services Administration,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, FAS, System for Award Management",Arlington,VA,8.0,1
evaluation.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,0,0,Federal - Executive,General Services Administration,Office of Government-wide Policy,Washington,DC,62.0,8
faca.gov,General Services Administration,1,0,0,1,1,0,0,0,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Washington,DC,54.0,7
ecpic.gov,General Services Administration,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, FAS, ECPIC",Washington,DC,8.0,1
fapiis.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ, IAE",Washington,DC,15.0,2
fai.gov,General Services Administration,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IC, FAI",Washington,DC,23.0,3
fbo.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Arlington,VA,15.0,2
fedidcard.gov,General Services Administration,1,0,0,1,1,0,0,0,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA, IQ, CAT",Washington,DC,54.0,7
fcsm.gov,General Services Administration,1,0,1,1,1,0,0,1,1,0,1,0,0,Federal - Executive,General Services Administration,General Services Administration ,Washington,DC,54.0,7
facadatabase.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IDI, Enterprise Application Services",Washington,DC,15.0,2
fedramp.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
firstgov.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
forms.gov,General Services Administration,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,8.0,1
fedrooms.gov,General Services Administration,1,0,0,1,1,0,0,0,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Arlington,VA,54.0,7
fmi.gov,General Services Administration,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IC, OGP WebPortfolio",Washington,DC,23.0,3
fpc.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,0,0,Federal - Executive,General Services Administration,"GSA, TTS, Federalist",Washington,DC,69.0,9
gsa.gov,General Services Administration,1,0,0,1,1,0,0,0,1,0,1,1,0,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Washington,DC,46.0,6
dontserveteens.gov,Federal Trade Commission,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,77.0,10
gobiernousa.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
fpds.gov,General Services Administration,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ-FPDS-FPDS Portal",Arlington,VA,15.0,2
fsrs.gov,General Services Administration,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ-ESRS-FSRS",Crystal City,VA,8.0,1
gsaauctions.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ-SASy-GSAAuctions",Washington,DC,15.0,2
gsafleet.gov,General Services Administration,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,General Services Administration,Washington DC,DC,23.0,3
fsd.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ-FSD-FSD Portal",Arlington,VA,15.0,2
gsaig.gov,General Services Administration,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,GSA Office of Inspector General,Washington,DC,31.0,4
gsaadvantage.gov,General Services Administration,1,1,1,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ-GSAAdvantage-Main",Washington,DC,31.0,4
gsaxcess.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ, Clearpath",Arlington,VA,15.0,2
idmanagement.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,69.0,9
innovation.gov,General Services Administration,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
info.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,77.0,10
login.gov,General Services Administration,1,1,0,1,1,0,0,0,1,1,0,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,54.0,7
notify.gov,General Services Administration,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,TTS Public Benefits Studio,Washington,DC,23.0,3
kids.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
madeinamerica.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
pif.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,0,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,62.0,8
paymentaccuracy.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,77.0,10
performance.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,77.0,10
presidentialinnovationfellows.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,0,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,62.0,8
ppms.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,15.0,2
pic.gov,General Services Administration,1,0,1,1,1,0,0,1,1,0,1,1,0,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,62.0,8
plainlanguage.gov,General Services Administration,1,1,0,1,0,0,0,0,1,1,0,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,46.0,6
realestatesales.gov,General Services Administration,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, FAS, SASy",Washington,DC,8.0,1
sam.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, FAS, System for Award Management",Arlington,VA,15.0,2
regulations.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ, eRulemaking",Washington,DC,15.0,2
realpropertyprofile.gov,General Services Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IDI,EAS",Washington,DC,0.0,0
search.gov,General Services Administration,1,1,0,1,1,1,1,1,1,1,1,0,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,77.0,10
saferfederalworkforce.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,69.0,9
sbst.gov,General Services Administration,1,0,0,1,1,0,0,0,1,0,1,0,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,38.0,5
reginfo.gov,General Services Administration,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IC, ROCIS",Washington,DC,8.0,1
reporting.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IDI, EAS-SF",Washington,DC,15.0,2
section508.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,0,0,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,69.0,9
sftool.gov,General Services Administration,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Chicago,IL,23.0,3
statspolicy.gov,General Services Administration,1,1,1,1,1,0,0,1,1,1,1,0,0,Federal - Executive,General Services Administration,General Services Administration ,Washington,DC,69.0,9
usability.gov,General Services Administration,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,23.0,3
us.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
usa.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
usagov.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
truman.gov,Harry S. Truman Scholarship Foundation,1,1,0,1,1,0,1,1,1,1,1,1,1,Federal - Executive,Harry S. Truman Scholarship Foundation,Harry S. Truman Scholarship Foundation,Washington,DC,85.0,11
vote.gov,General Services Administration,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,69.0,9
imls.gov,Institute Of Museum And Library Services,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Institute of Museum and Library Services,Institute of Museum and Library Services,Washington,DC,77.0,10
jusfc.gov,Japan-Us Friendship Commission,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Japan-US Friendship Commission,Japan-US Friendship Commission,Washington,DC,8.0,1
restorethegulf.gov,Gulf Coast Ecosystem Restoration Council,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Gulf Coast Ecosystem Restoration Council,National Oceanic and Atmospheric Administration (NOAA),Silver Spring,MD,23.0,3
pcah.gov,Institute Of Museum And Library Services,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Institute of Museum and Library Services,Institute of Museum and Library Services,Washington,DC,23.0,3
jamesmadison.gov,James Madison Memorial Fellowship Foundation,1,0,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Foundation,Alexandria,VA,69.0,9
ussm.gov,General Services Administration,1,0,1,1,1,0,0,1,1,0,1,0,0,Federal - Executive,General Services Administration,"GSA, OGP, Web Portfolio",Washington,DC,54.0,7
lsc.gov,Legal Services Corporation,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Legal Services Corporation,Legal Services Corporation,Washington,DC,23.0,3
mspb.gov,Merit Systems Protection Board,1,1,0,1,0,0,0,1,1,1,1,0,0,Federal - Executive,Merit Systems Protection Board,US Merit Systems Protection Board,Washington,DC,54.0,7
mcc.gov,Millennium Challenge Corporation,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Millennium Challenge Corporation,Millennium Challenge Corporation,Washington,DC,15.0,2
earth.gov,National Aeronautics And Space Administration,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,National Aeronautics and Space Administration,NASA Earth Science Division,Washington,DC,69.0,9
mmc.gov,Marine Mammal Commission,1,1,1,1,1,1,1,1,1,1,1,0,0,Federal - Executive,Marine Mammal Commission,Marine Mammal Commission,Bethesda,MD,85.0,11
udall.gov,Morris K. Udall And Stewart L. Udall Foundation,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,Tucson,AZ,85.0,11
ecr.gov,Morris K. Udall And Stewart L. Udall Foundation,1,1,0,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,Tucson,AZ,85.0,11
scijinks.gov,National Aeronautics And Space Administration,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,National Aeronautics and Space Administration,Jet Propulsion Lab Communications and Education Directorate,Huntsville,AL,23.0,3
ncd.gov,National Council On Disability,1,1,1,1,1,0,0,1,1,1,1,1,0,Federal - Executive,National Council on Disability,National Council on Disability,Washington,DC,77.0,10
ncpc.gov,National Capital Planning Commission,1,1,0,1,0,0,0,1,1,1,1,1,0,Federal - Executive,National Capital Planning Commission,National Capital Planning Commission,Washington,DC,62.0,8
usgeo.gov,National Aeronautics And Space Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,National Aeronautics and Space Administration,NASA Langley Research Center,Huntsville,AL,15.0,2
nasa.gov,National Aeronautics And Space Administration,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Huntsville,AL,100.0,13
mycreditunion.gov,National Credit Union Administration,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,National Credit Union Administration,National Credit Union Administration,Alexandria,VA,23.0,3
ncua.gov,National Credit Union Administration,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,National Credit Union Administration,National Credit Union Administration,Alexandria,VA,77.0,10
nea.gov,National Endowment For The Arts,1,1,0,1,1,0,1,0,1,1,1,1,0,Federal - Executive,National Endowment for the Arts,Office of Information and Technology Management,Washington,DC,69.0,9
globe.gov,National Aeronautics And Space Administration,1,1,0,1,1,0,0,0,0,0,1,1,0,Federal - Executive,National Aeronautics and Space Administration,NASA Science Data Systems Branch,Greenbelt,MD,46.0,6
nmb.gov,National Mediation Board,0,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,National Mediation Board,National Mediation Board,Washington,DC,0.0,0
arts.gov,National Endowment For The Arts,1,1,0,1,1,0,1,0,1,1,1,1,0,Federal - Executive,National Endowment for the Arts,Office of Information and Technology Management,Washington,DC,69.0,9
nga.gov,National Gallery Of Art,1,1,1,1,0,0,0,0,0,0,0,0,0,Federal - Executive,National Gallery of Art,National Gallery of Art,Washington,DC,31.0,4
neh.gov,National Endowment For The Humanities,1,0,0,1,1,0,1,0,1,0,1,1,0,Federal - Executive,National Endowment for the Humanities,Office of Information Resources Management,Washington,DC,54.0,7
sac.gov,National Science Foundation,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,National Science Foundation,Small Agency Council,Alexandria,VA,8.0,1
fdms.gov,General Services Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,General Services Administration,"GSA, IQ, eRulemaking",Washington,DC,15.0,2
usap.gov,National Science Foundation,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,National Science Foundation,"National Science Foundation, Office of Polar Programs",Alexandria,VA,23.0,3
nscai.gov,National Security Commission On Artificial Intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,National Security Commission on Artificial Intelligence,National Security Commission on Artificial Intelligence,Arlington,VA,0.0,0
ntsb.gov,National Transportation Safety Board,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,National Transportation Safety Board,National Transportation Safety Board,Washington,DC,23.0,3
integrity.gov,Office Of Government Ethics,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Office of Government Ethics,Office of Government Ethics,Washington,DC,15.0,2
nrc.gov,Nuclear Regulatory Commission,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,Nuclear Regulatory Commission,Nuclear Regulatory Commission,Rockville,MD,100.0,13
oge.gov,Office Of Government Ethics,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Office of Government Ethics,Office of Government Ethics,Washington,DC,23.0,3
nbrc.gov,Northern Border Regional Commission,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Northern Border Regional Commission,Northern Border Regional Commission,Concord,NH,15.0,2
federaljobs.gov,Office Of Personnel Management,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,23.0,3
cybercareers.gov,Office Of Personnel Management,1,1,0,1,0,0,1,1,0,0,1,1,0,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,54.0,7
fegli.gov,Office Of Personnel Management,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,Office of Personnel Management,OPM Federal Employees Benefits,Washington,DC,69.0,9
fedshirevets.gov,Office Of Personnel Management,1,1,0,1,0,0,1,1,0,0,1,1,0,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,54.0,7
feb.gov,Office Of Personnel Management,1,1,0,1,0,0,1,1,0,0,1,1,0,Federal - Executive,Office of Personnel Management,Federal Executive Board,Washington,DC,54.0,7
governmentjobs.gov,Office Of Personnel Management,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,23.0,3
fedjobs.gov,Office Of Personnel Management,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,23.0,3
opm.gov,Office Of Personnel Management,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,Office of Personnel Management,Office Of Personnel Management,Macon,GA,69.0,9
